rungroup	entry	fold
rg04_theta15p195_foilpm3	256175	0
rg04_theta15p195_foilpm3	256194	2
rg04_theta15p195_foilpm3	256201	2
rg04_theta15p195_foilpm3	256265	1
rg04_theta15p195_foilpm3	256270	2
rg04_theta15p195_foilpm3	256298	0
rg04_theta15p195_foilpm3	256439	0
rg04_theta15p195_foilpm3	256481	0
rg04_theta15p195_foilpm3	256489	0
rg04_theta15p195_foilpm3	256497	0
rg04_theta15p195_foilpm3	256501	0
rg04_theta15p195_foilpm3	256514	1
rg04_theta15p195_foilpm3	256526	2
rg04_theta15p195_foilpm3	256531	0
rg04_theta15p195_foilpm3	256588	2
rg04_theta15p195_foilpm3	256674	1
rg04_theta15p195_foilpm3	256732	0
rg04_theta15p195_foilpm3	256743	1
rg04_theta15p195_foilpm3	256806	0
rg04_theta15p195_foilpm3	256818	2
rg04_theta15p195_foilpm3	256821	1
rg04_theta15p195_foilpm3	256878	0
rg04_theta15p195_foilpm3	256939	2
rg04_theta15p195_foilpm3	256947	2
rg04_theta15p195_foilpm3	256951	2
rg04_theta15p195_foilpm3	257016	1
rg04_theta15p195_foilpm3	257036	1
rg04_theta15p195_foilpm3	257042	1
rg04_theta15p195_foilpm3	257054	1
rg04_theta15p195_foilpm3	257108	1
rg04_theta15p195_foilpm3	257110	1
rg04_theta15p195_foilpm3	257136	0
rg04_theta15p195_foilpm3	257151	0
rg04_theta15p195_foilpm3	257187	0
rg04_theta15p195_foilpm3	257206	2
rg04_theta15p195_foilpm3	257209	1
rg04_theta15p195_foilpm3	257219	2
rg04_theta15p195_foilpm3	257223	1
rg04_theta15p195_foilpm3	257289	0
rg04_theta15p195_foilpm3	257298	2
rg04_theta15p195_foilpm3	257318	2
rg04_theta15p195_foilpm3	257328	0
rg04_theta15p195_foilpm3	257331	0
rg04_theta15p195_foilpm3	257345	1
rg04_theta15p195_foilpm3	257380	1
rg04_theta15p195_foilpm3	257474	0
rg04_theta15p195_foilpm3	257553	1
rg04_theta15p195_foilpm3	257556	0
rg04_theta15p195_foilpm3	257560	2
rg04_theta15p195_foilpm3	257563	2
rg04_theta15p195_foilpm3	257592	2
rg04_theta15p195_foilpm3	257619	1
rg04_theta15p195_foilpm3	257678	1
rg04_theta15p195_foilpm3	257687	0
rg04_theta15p195_foilpm3	257696	2
rg04_theta15p195_foilpm3	257706	2
rg04_theta15p195_foilpm3	257712	2
rg04_theta15p195_foilpm3	257726	2
rg04_theta15p195_foilpm3	257828	0
rg04_theta15p195_foilpm3	257830	0
rg04_theta15p195_foilpm3	257834	0
rg04_theta15p195_foilpm3	257853	0
rg04_theta15p195_foilpm3	257861	2
rg04_theta15p195_foilpm3	257890	0
rg04_theta15p195_foilpm3	257935	1
rg04_theta15p195_foilpm3	257942	0
rg04_theta15p195_foilpm3	257988	0
rg04_theta15p195_foilpm3	258005	0
rg04_theta15p195_foilpm3	258016	0
rg04_theta15p195_foilpm3	258067	2
rg04_theta15p195_foilpm3	258078	2
rg04_theta15p195_foilpm3	258085	2
rg04_theta15p195_foilpm3	258089	1
rg04_theta15p195_foilpm3	258111	1
rg04_theta15p195_foilpm3	258215	0
rg04_theta15p195_foilpm3	258243	2
rg04_theta15p195_foilpm3	258254	0
rg04_theta15p195_foilpm3	258263	0
rg04_theta15p195_foilpm3	258267	0
rg04_theta15p195_foilpm3	258297	1
rg04_theta15p195_foilpm3	258380	0
rg04_theta15p195_foilpm3	258392	1
rg04_theta15p195_foilpm3	258425	1
rg04_theta15p195_foilpm3	258479	2
rg04_theta15p195_foilpm3	258500	0
rg04_theta15p195_foilpm3	258581	1
rg04_theta15p195_foilpm3	258598	1
rg04_theta15p195_foilpm3	258624	1
rg04_theta15p195_foilpm3	258644	2
rg04_theta15p195_foilpm3	258665	1
rg04_theta15p195_foilpm3	258717	0
rg04_theta15p195_foilpm3	258734	1
rg04_theta15p195_foilpm3	258762	0
rg04_theta15p195_foilpm3	258766	1
rg04_theta15p195_foilpm3	258770	2
rg04_theta15p195_foilpm3	258801	2
rg04_theta15p195_foilpm3	258802	2
rg04_theta15p195_foilpm3	258811	0
rg04_theta15p195_foilpm3	258833	0
rg04_theta15p195_foilpm3	258868	2
rg04_theta15p195_foilpm3	258968	2
rg04_theta15p195_foilpm3	258982	1
rg04_theta15p195_foilpm3	258996	0
rg04_theta15p195_foilpm3	259053	1
rg04_theta15p195_foilpm3	259078	1
rg04_theta15p195_foilpm3	259085	1
rg04_theta15p195_foilpm3	259086	0
rg04_theta15p195_foilpm3	259097	2
rg04_theta15p195_foilpm3	259116	0
rg04_theta15p195_foilpm3	259189	1
rg04_theta15p195_foilpm3	259210	1
rg04_theta15p195_foilpm3	259229	0
rg04_theta15p195_foilpm3	259266	2
rg04_theta15p195_foilpm3	259286	0
rg04_theta15p195_foilpm3	259316	2
rg04_theta15p195_foilpm3	259330	1
rg04_theta15p195_foilpm3	259366	0
rg04_theta15p195_foilpm3	259445	0
rg04_theta15p195_foilpm3	259462	0
rg04_theta15p195_foilpm3	259466	0
rg04_theta15p195_foilpm3	259475	2
rg04_theta15p195_foilpm3	259484	0
rg04_theta15p195_foilpm3	259495	2
rg04_theta15p195_foilpm3	259524	2
rg04_theta15p195_foilpm3	259535	2
rg04_theta15p195_foilpm3	259544	0
rg04_theta15p195_foilpm3	259555	1
rg04_theta15p195_foilpm3	259570	1
rg04_theta15p195_foilpm3	259572	0
rg04_theta15p195_foilpm3	259655	2
rg04_theta15p195_foilpm3	259670	1
rg04_theta15p195_foilpm3	259705	1
rg04_theta15p195_foilpm3	259718	1
rg04_theta15p195_foilpm3	259803	1
rg04_theta15p195_foilpm3	259864	1
rg04_theta15p195_foilpm3	259881	0
rg04_theta15p195_foilpm3	259941	1
rg04_theta15p195_foilpm3	259970	0
rg04_theta15p195_foilpm3	259975	2
rg04_theta15p195_foilpm3	259988	0
rg04_theta15p195_foilpm3	259991	2
rg04_theta15p195_foilpm3	260071	0
rg04_theta15p195_foilpm3	260077	0
rg04_theta15p195_foilpm3	260115	1
rg04_theta15p195_foilpm3	260148	1
rg04_theta15p195_foilpm3	260153	0
rg04_theta15p195_foilpm3	260182	1
rg04_theta15p195_foilpm3	260203	0
rg04_theta15p195_foilpm3	260215	1
rg04_theta15p195_foilpm3	260228	0
rg04_theta15p195_foilpm3	260306	2
rg04_theta15p195_foilpm3	260308	0
rg04_theta15p195_foilpm3	260310	1
rg04_theta15p195_foilpm3	260319	2
rg04_theta15p195_foilpm3	260333	2
rg04_theta15p195_foilpm3	260335	0
rg04_theta15p195_foilpm3	260341	1
rg04_theta15p195_foilpm3	260455	2
rg04_theta15p195_foilpm3	260513	1
rg04_theta15p195_foilpm3	260570	2
rg04_theta15p195_foilpm3	260673	1
rg04_theta15p195_foilpm3	260801	1
rg04_theta15p195_foilpm3	260812	2
rg04_theta15p195_foilpm3	260824	0
rg04_theta15p195_foilpm3	260830	0
rg04_theta15p195_foilpm3	260858	2
rg04_theta15p195_foilpm3	260880	0
rg04_theta15p195_foilpm3	260888	0
rg04_theta15p195_foilpm3	260901	0
rg04_theta15p195_foilpm3	260903	2
rg04_theta15p195_foilpm3	260966	2
rg04_theta15p195_foilpm3	261033	1
rg04_theta15p195_foilpm3	261035	1
rg04_theta15p195_foilpm3	261162	1
rg04_theta15p195_foilpm3	261164	0
rg04_theta15p195_foilpm3	261181	0
rg04_theta15p195_foilpm3	261201	0
rg04_theta15p195_foilpm3	261207	2
rg04_theta15p195_foilpm3	261210	2
rg04_theta15p195_foilpm3	261216	0
rg04_theta15p195_foilpm3	261223	0
rg04_theta15p195_foilpm3	261243	0
rg04_theta15p195_foilpm3	261337	1
rg04_theta15p195_foilpm3	261344	0
rg04_theta15p195_foilpm3	261354	2
rg04_theta15p195_foilpm3	261400	0
rg04_theta15p195_foilpm3	261470	0
rg04_theta15p195_foilpm3	261474	1
rg04_theta15p195_foilpm3	261490	1
rg04_theta15p195_foilpm3	261495	1
rg04_theta15p195_foilpm3	261497	0
rg04_theta15p195_foilpm3	261540	0
rg04_theta15p195_foilpm3	261565	1
rg04_theta15p195_foilpm3	261567	2
rg04_theta15p195_foilpm3	261570	2
rg04_theta15p195_foilpm3	261594	2
rg04_theta15p195_foilpm3	261640	0
rg04_theta15p195_foilpm3	261685	0
rg04_theta15p195_foilpm3	261718	2
rg04_theta15p195_foilpm3	261729	1
rg04_theta15p195_foilpm3	261740	0
rg04_theta15p195_foilpm3	261749	0
rg04_theta15p195_foilpm3	261823	2
rg04_theta15p195_foilpm3	261856	0
rg04_theta15p195_foilpm3	261881	1
rg04_theta15p195_foilpm3	261894	0
rg04_theta15p195_foilpm3	261946	1
rg04_theta15p195_foilpm3	262070	2
rg04_theta15p195_foilpm3	262091	0
rg04_theta15p195_foilpm3	262093	1
rg04_theta15p195_foilpm3	262131	0
rg04_theta15p195_foilpm3	262238	0
rg04_theta15p195_foilpm3	262259	0
rg04_theta15p195_foilpm3	262300	0
rg04_theta15p195_foilpm3	262312	1
rg04_theta15p195_foilpm3	262353	0
rg04_theta15p195_foilpm3	262388	2
rg04_theta15p195_foilpm3	262456	2
rg04_theta15p195_foilpm3	262480	2
rg04_theta15p195_foilpm3	262527	2
rg04_theta15p195_foilpm3	262587	0
rg04_theta15p195_foilpm3	262602	2
rg04_theta15p195_foilpm3	262604	2
rg04_theta15p195_foilpm3	262635	2
rg04_theta15p195_foilpm3	262696	2
rg04_theta15p195_foilpm3	262728	2
rg04_theta15p195_foilpm3	262794	2
rg04_theta15p195_foilpm3	262799	1
rg04_theta15p195_foilpm3	262819	2
rg04_theta15p195_foilpm3	262846	2
rg04_theta15p195_foilpm3	262868	2
rg04_theta15p195_foilpm3	262942	2
rg04_theta15p195_foilpm3	262970	2
rg04_theta15p195_foilpm3	263105	0
rg04_theta15p195_foilpm3	263113	2
rg04_theta15p195_foilpm3	263234	0
rg04_theta15p195_foilpm3	263331	0
rg04_theta15p195_foilpm3	263365	0
rg04_theta15p195_foilpm3	263390	2
rg04_theta15p195_foilpm3	263473	0
rg04_theta15p195_foilpm3	263479	0
rg04_theta15p195_foilpm3	263494	0
rg04_theta15p195_foilpm3	263532	0
rg04_theta15p195_foilpm3	263540	1
rg04_theta15p195_foilpm3	263545	0
rg04_theta15p195_foilpm3	263555	1
rg04_theta15p195_foilpm3	263607	1
rg04_theta15p195_foilpm3	263612	2
rg04_theta15p195_foilpm3	263617	2
rg04_theta15p195_foilpm3	263633	2
rg04_theta15p195_foilpm3	263647	0
rg04_theta15p195_foilpm3	263649	1
rg04_theta15p195_foilpm3	263669	2
rg04_theta15p195_foilpm3	263780	0
rg04_theta15p195_foilpm3	263806	1
rg04_theta15p195_foilpm3	263824	1
rg04_theta15p195_foilpm3	263832	2
rg04_theta15p195_foilpm3	263833	0
rg04_theta15p195_foilpm3	263836	0
rg04_theta15p195_foilpm3	263867	1
rg04_theta15p195_foilpm3	263933	2
rg04_theta15p195_foilpm3	263942	1
rg04_theta15p195_foilpm3	263990	1
rg04_theta15p195_foilpm3	264000	1
rg04_theta15p195_foilpm3	264005	0
rg04_theta15p195_foilpm3	264077	2
rg04_theta15p195_foilpm3	264115	1
rg04_theta15p195_foilpm3	264148	2
rg04_theta15p195_foilpm3	264161	0
rg04_theta15p195_foilpm3	264189	1
rg04_theta15p195_foilpm3	264217	0
rg04_theta15p195_foilpm3	264243	1
rg04_theta15p195_foilpm3	264287	0
rg04_theta15p195_foilpm3	264312	1
rg04_theta15p195_foilpm3	264319	2
rg04_theta15p195_foilpm3	264338	2
rg04_theta15p195_foilpm3	264372	2
rg04_theta15p195_foilpm3	264376	0
rg04_theta15p195_foilpm3	264439	2
rg04_theta15p195_foilpm3	264481	2
rg04_theta15p195_foilpm3	264486	0
rg04_theta15p195_foilpm3	264490	0
rg04_theta15p195_foilpm3	264497	0
rg04_theta15p195_foilpm3	264580	1
rg04_theta15p195_foilpm3	264601	1
rg04_theta15p195_foilpm3	264611	1
rg04_theta15p195_foilpm3	264640	1
rg04_theta15p195_foilpm3	264664	2
rg04_theta15p195_foilpm3	264678	1
rg04_theta15p195_foilpm3	264724	2
rg04_theta15p195_foilpm3	264762	2
rg04_theta15p195_foilpm3	264768	0
rg04_theta15p195_foilpm3	264831	1
rg04_theta15p195_foilpm3	264918	1
rg04_theta15p195_foilpm3	264956	2
rg04_theta15p195_foilpm3	265033	2
rg04_theta15p195_foilpm3	265073	2
rg04_theta15p195_foilpm3	265127	0
rg04_theta15p195_foilpm3	265151	1
rg04_theta15p195_foilpm3	265180	0
rg04_theta15p195_foilpm3	265189	2
rg04_theta15p195_foilpm3	265258	0
rg04_theta15p195_foilpm3	265283	1
rg04_theta15p195_foilpm3	265462	1
rg04_theta15p195_foilpm3	265532	1
rg04_theta15p195_foilpm3	265638	2
rg04_theta15p195_foilpm3	265642	0
rg04_theta15p195_foilpm3	265671	2
rg04_theta15p195_foilpm3	265687	2
rg04_theta15p195_foilpm3	265694	0
rg04_theta15p195_foilpm3	265705	0
rg04_theta15p195_foilpm3	265721	1
rg04_theta15p195_foilpm3	265785	1
rg04_theta15p195_foilpm3	265869	1
rg04_theta15p195_foilpm3	265940	0
rg04_theta15p195_foilpm3	266036	0
rg04_theta15p195_foilpm3	266068	1
rg04_theta15p195_foilpm3	266097	0
rg04_theta15p195_foilpm3	266133	2
rg04_theta15p195_foilpm3	266177	0
rg04_theta15p195_foilpm3	266227	0
rg04_theta15p195_foilpm3	266281	0
rg04_theta15p195_foilpm3	266306	2
rg04_theta15p195_foilpm3	266317	2
rg04_theta15p195_foilpm3	266434	1
rg04_theta15p195_foilpm3	266442	1
rg04_theta15p195_foilpm3	266526	2
rg04_theta15p195_foilpm3	266528	2
rg04_theta15p195_foilpm3	266541	1
rg04_theta15p195_foilpm3	266591	1
rg04_theta15p195_foilpm3	266602	1
rg04_theta15p195_foilpm3	266708	1
rg04_theta15p195_foilpm3	266724	1
rg04_theta15p195_foilpm3	266770	1
rg04_theta15p195_foilpm3	266778	0
rg04_theta15p195_foilpm3	266795	1
rg04_theta15p195_foilpm3	266797	0
rg04_theta15p195_foilpm3	266807	2
rg04_theta15p195_foilpm3	266857	2
rg04_theta15p195_foilpm3	266878	1
rg04_theta15p195_foilpm3	266881	0
rg04_theta15p195_foilpm3	266909	0
rg04_theta15p195_foilpm3	266915	2
rg04_theta15p195_foilpm3	266928	1
rg04_theta15p195_foilpm3	266976	1
rg04_theta15p195_foilpm3	267018	0
rg04_theta15p195_foilpm3	267031	0
rg04_theta15p195_foilpm3	267080	2
rg04_theta15p195_foilpm3	267091	0
rg04_theta15p195_foilpm3	267097	1
rg04_theta15p195_foilpm3	267100	1
rg04_theta15p195_foilpm3	267106	2
rg04_theta15p195_foilpm3	267120	0
rg04_theta15p195_foilpm3	267137	2
rg04_theta15p195_foilpm3	267192	0
rg04_theta15p195_foilpm3	267199	2
rg04_theta15p195_foilpm3	267285	0
rg04_theta15p195_foilpm3	267307	0
rg04_theta15p195_foilpm3	267314	1
rg04_theta15p195_foilpm3	267354	1
rg04_theta15p195_foilpm3	267374	2
rg04_theta15p195_foilpm3	267400	1
rg04_theta15p195_foilpm3	267415	0
rg04_theta15p195_foilpm3	267441	1
rg04_theta15p195_foilpm3	267455	2
rg04_theta15p195_foilpm3	267473	0
rg04_theta15p195_foilpm3	267483	1
rg04_theta15p195_foilpm3	267488	0
rg04_theta15p195_foilpm3	267489	2
rg04_theta15p195_foilpm3	267531	1
rg04_theta15p195_foilpm3	267532	0
rg04_theta15p195_foilpm3	267612	0
rg04_theta15p195_foilpm3	267623	0
rg04_theta15p195_foilpm3	267628	0
rg04_theta15p195_foilpm3	267635	2
rg04_theta15p195_foilpm3	267692	0
rg04_theta15p195_foilpm3	267701	1
rg04_theta15p195_foilpm3	267730	0
rg04_theta15p195_foilpm3	267738	1
rg04_theta15p195_foilpm3	267773	2
rg04_theta15p195_foilpm3	267853	1
rg04_theta15p195_foilpm3	267860	2
rg04_theta15p195_foilpm3	267889	0
rg04_theta15p195_foilpm3	267940	1
rg04_theta15p195_foilpm3	267950	1
rg04_theta15p195_foilpm3	267972	1
rg04_theta15p195_foilpm3	268030	1
rg04_theta15p195_foilpm3	268040	2
rg04_theta15p195_foilpm3	268120	2
rg04_theta15p195_foilpm3	268150	0
rg04_theta15p195_foilpm3	268154	2
rg04_theta15p195_foilpm3	268174	0
rg04_theta15p195_foilpm3	268185	2
rg04_theta15p195_foilpm3	268209	0
rg04_theta15p195_foilpm3	268264	1
rg04_theta15p195_foilpm3	268337	0
rg04_theta15p195_foilpm3	268353	2
rg04_theta15p195_foilpm3	268406	1
rg04_theta15p195_foilpm3	268439	2
rg04_theta15p195_foilpm3	268472	0
rg04_theta15p195_foilpm3	268482	1
rg04_theta15p195_foilpm3	268492	0
rg04_theta15p195_foilpm3	268543	2
rg04_theta15p195_foilpm3	268561	1
rg04_theta15p195_foilpm3	268581	1
rg04_theta15p195_foilpm3	268592	0
rg04_theta15p195_foilpm3	268595	0
rg04_theta15p195_foilpm3	268637	1
rg04_theta15p195_foilpm3	268666	2
rg04_theta15p195_foilpm3	268673	0
rg04_theta15p195_foilpm3	268715	1
rg04_theta15p195_foilpm3	268809	0
rg04_theta15p195_foilpm3	268816	0
rg04_theta15p195_foilpm3	268842	1
rg04_theta15p195_foilpm3	268867	2
rg04_theta15p195_foilpm3	268925	2
rg04_theta15p195_foilpm3	268937	2
rg04_theta15p195_foilpm3	268940	1
rg04_theta15p195_foilpm3	268974	0
rg04_theta15p195_foilpm3	269016	0
rg04_theta15p195_foilpm3	269063	2
rg04_theta15p195_foilpm3	269083	2
rg04_theta15p195_foilpm3	269134	1
rg04_theta15p195_foilpm3	269167	1
rg04_theta15p195_foilpm3	269216	1
rg04_theta15p195_foilpm3	269227	0
rg04_theta15p195_foilpm3	269246	0
rg04_theta15p195_foilpm3	269352	2
rg04_theta15p195_foilpm3	269419	1
rg04_theta15p195_foilpm3	269433	2
rg04_theta15p195_foilpm3	269447	2
rg04_theta15p195_foilpm3	269450	1
rg04_theta15p195_foilpm3	269466	1
rg04_theta15p195_foilpm3	269488	1
rg04_theta15p195_foilpm3	269498	0
rg04_theta15p195_foilpm3	269573	2
rg04_theta15p195_foilpm3	269592	2
rg04_theta15p195_foilpm3	269657	2
rg04_theta15p195_foilpm3	269668	2
rg04_theta15p195_foilpm3	269697	2
rg04_theta15p195_foilpm3	269759	1
rg04_theta15p195_foilpm3	269784	2
rg04_theta15p195_foilpm3	269785	0
rg04_theta15p195_foilpm3	269816	2
rg04_theta15p195_foilpm3	269819	2
rg04_theta15p195_foilpm3	269896	1
rg04_theta15p195_foilpm3	269928	2
rg04_theta15p195_foilpm3	270017	0
rg04_theta15p195_foilpm3	270042	2
rg04_theta15p195_foilpm3	270052	2
rg04_theta15p195_foilpm3	270121	2
rg04_theta15p195_foilpm3	270129	1
rg04_theta15p195_foilpm3	270178	2
rg04_theta15p195_foilpm3	270217	1
rg04_theta15p195_foilpm3	270224	2
rg04_theta15p195_foilpm3	270235	2
rg04_theta15p195_foilpm3	270239	2
rg04_theta15p195_foilpm3	270253	0
rg04_theta15p195_foilpm3	270294	0
rg04_theta15p195_foilpm3	270301	0
rg04_theta15p195_foilpm3	270338	1
rg04_theta15p195_foilpm3	270375	1
rg04_theta15p195_foilpm3	270378	1
rg04_theta15p195_foilpm3	270388	0
rg04_theta15p195_foilpm3	270396	2
rg04_theta15p195_foilpm3	270435	0
rg04_theta15p195_foilpm3	270453	1
rg04_theta15p195_foilpm3	270484	1
rg04_theta15p195_foilpm3	270525	0
rg04_theta15p195_foilpm3	270586	0
rg04_theta15p195_foilpm3	270601	1
rg04_theta15p195_foilpm3	270610	1
rg04_theta15p195_foilpm3	270614	2
rg04_theta15p195_foilpm3	270618	0
rg04_theta15p195_foilpm3	270632	2
rg04_theta15p195_foilpm3	270709	0
rg04_theta15p195_foilpm3	270714	2
rg04_theta15p195_foilpm3	270726	0
rg04_theta15p195_foilpm3	270812	1
rg04_theta15p195_foilpm3	270815	1
rg04_theta15p195_foilpm3	270822	1
rg04_theta15p195_foilpm3	270893	2
rg04_theta15p195_foilpm3	270921	2
rg04_theta15p195_foilpm3	270965	2
rg04_theta15p195_foilpm3	271013	0
rg04_theta15p195_foilpm3	271026	0
rg04_theta15p195_foilpm3	271110	2
rg04_theta15p195_foilpm3	271166	0
rg04_theta15p195_foilpm3	271188	0
rg04_theta15p195_foilpm3	271227	0
rg04_theta15p195_foilpm3	271231	1
rg04_theta15p195_foilpm3	271358	0
rg04_theta15p195_foilpm3	271377	2
rg04_theta15p195_foilpm3	271415	1
rg04_theta15p195_foilpm3	271509	0
rg04_theta15p195_foilpm3	271532	0
rg04_theta15p195_foilpm3	271541	0
rg04_theta15p195_foilpm3	271649	1
rg04_theta15p195_foilpm3	271658	0
rg04_theta15p195_foilpm3	271663	0
rg04_theta15p195_foilpm3	271664	1
rg04_theta15p195_foilpm3	271675	2
rg04_theta15p195_foilpm3	271751	1
rg04_theta15p195_foilpm3	271869	1
rg04_theta15p195_foilpm3	271916	1
rg04_theta15p195_foilpm3	271922	2
rg04_theta15p195_foilpm3	271946	2
rg04_theta15p195_foilpm3	272013	0
rg04_theta15p195_foilpm3	272014	1
rg04_theta15p195_foilpm3	272028	1
rg04_theta15p195_foilpm3	272061	1
rg04_theta15p195_foilpm3	272091	0
rg04_theta15p195_foilpm3	272106	1
rg04_theta15p195_foilpm3	272127	0
rg04_theta15p195_foilpm3	272174	0
rg04_theta15p195_foilpm3	272214	1
rg04_theta15p195_foilpm3	272219	1
rg04_theta15p195_foilpm3	272229	2
rg04_theta15p195_foilpm3	272289	1
rg04_theta15p195_foilpm3	272302	2
rg04_theta15p195_foilpm3	272378	2
rg04_theta15p195_foilpm3	272383	1
rg04_theta15p195_foilpm3	272403	1
rg04_theta15p195_foilpm3	272436	2
rg04_theta15p195_foilpm3	272438	1
rg04_theta15p195_foilpm3	272450	2
rg04_theta15p195_foilpm3	272461	2
rg04_theta15p195_foilpm3	272465	0
rg04_theta15p195_foilpm3	272480	0
rg04_theta15p195_foilpm3	272520	2
rg04_theta15p195_foilpm3	272613	0
rg04_theta15p195_foilpm3	272636	0
rg04_theta15p195_foilpm3	272693	0
rg04_theta15p195_foilpm3	272747	0
rg04_theta15p195_foilpm3	272765	2
rg04_theta15p195_foilpm3	272782	1
rg04_theta15p195_foilpm3	272785	2
rg04_theta15p195_foilpm3	272851	0
rg04_theta15p195_foilpm3	272907	2
rg04_theta15p195_foilpm3	272940	1
rg04_theta15p195_foilpm3	273013	0
rg04_theta15p195_foilpm3	273041	2
rg04_theta15p195_foilpm3	273058	0
rg04_theta15p195_foilpm3	273093	1
rg04_theta15p195_foilpm3	273109	0
rg04_theta15p195_foilpm3	273112	1
rg04_theta15p195_foilpm3	273131	2
rg04_theta15p195_foilpm3	273240	1
rg04_theta15p195_foilpm3	273278	2
rg04_theta15p195_foilpm3	273314	1
rg04_theta15p195_foilpm3	273339	2
rg04_theta15p195_foilpm3	273363	1
rg04_theta15p195_foilpm3	273402	1
rg04_theta15p195_foilpm3	273411	2
rg04_theta15p195_foilpm3	273472	2
rg04_theta15p195_foilpm3	273496	1
rg04_theta15p195_foilpm3	273503	2
rg04_theta15p195_foilpm3	273536	0
rg04_theta15p195_foilpm3	273568	2
rg04_theta15p195_foilpm3	273592	2
rg04_theta15p195_foilpm3	273619	2
rg04_theta15p195_foilpm3	273621	1
rg04_theta15p195_foilpm3	273633	2
rg04_theta15p195_foilpm3	273666	1
rg04_theta15p195_foilpm3	273702	2
rg04_theta15p195_foilpm3	273707	1
rg04_theta15p195_foilpm3	273741	2
rg04_theta15p195_foilpm3	273846	0
rg04_theta15p195_foilpm3	273886	2
rg04_theta15p195_foilpm3	273892	1
rg04_theta15p195_foilpm3	273898	1
rg04_theta15p195_foilpm3	273922	0
rg04_theta15p195_foilpm3	273942	2
rg04_theta15p195_foilpm3	273955	0
rg04_theta15p195_foilpm3	273968	1
rg04_theta15p195_foilpm3	273978	1
rg04_theta15p195_foilpm3	273983	1
rg04_theta15p195_foilpm3	274005	2
rg04_theta15p195_foilpm3	274027	1
rg04_theta15p195_foilpm3	274089	2
rg04_theta15p195_foilpm3	274099	1
rg04_theta15p195_foilpm3	274119	0
rg04_theta15p195_foilpm3	274161	0
rg04_theta15p195_foilpm3	274183	1
rg04_theta15p195_foilpm3	274199	1
rg04_theta15p195_foilpm3	274205	0
rg04_theta15p195_foilpm3	274258	2
rg04_theta15p195_foilpm3	274340	0
rg04_theta15p195_foilpm3	274356	1
rg04_theta15p195_foilpm3	274376	0
rg04_theta15p195_foilpm3	274388	2
rg04_theta15p195_foilpm3	274410	0
rg04_theta15p195_foilpm3	274513	2
rg04_theta15p195_foilpm3	274546	1
rg04_theta15p195_foilpm3	274566	2
rg04_theta15p195_foilpm3	274741	1
rg04_theta15p195_foilpm3	274745	0
rg04_theta15p195_foilpm3	274760	0
rg04_theta15p195_foilpm3	274767	2
rg04_theta15p195_foilpm3	274828	2
rg04_theta15p195_foilpm3	274907	2
rg04_theta15p195_foilpm3	274908	0
rg04_theta15p195_foilpm3	274954	0
rg04_theta15p195_foilpm3	274966	0
rg04_theta15p195_foilpm3	274984	1
rg04_theta15p195_foilpm3	275013	1
rg04_theta15p195_foilpm3	275087	0
rg04_theta15p195_foilpm3	275091	0
rg04_theta15p195_foilpm3	275111	1
rg04_theta15p195_foilpm3	275131	0
rg04_theta15p195_foilpm3	275197	2
rg04_theta15p195_foilpm3	275232	2
rg04_theta15p195_foilpm3	275244	2
rg04_theta15p195_foilpm3	275256	1
rg04_theta15p195_foilpm3	275263	0
rg04_theta15p195_foilpm3	275280	2
rg04_theta15p195_foilpm3	275328	1
rg04_theta15p195_foilpm3	275363	0
rg04_theta15p195_foilpm3	275418	1
rg04_theta15p195_foilpm3	275459	2
rg04_theta15p195_foilpm3	275496	0
rg04_theta15p195_foilpm3	275515	2
rg04_theta15p195_foilpm3	275541	0
rg04_theta15p195_foilpm3	275565	1
rg04_theta15p195_foilpm3	275583	2
rg04_theta15p195_foilpm3	275753	1
rg04_theta15p195_foilpm3	275756	0
rg04_theta15p195_foilpm3	275760	0
rg04_theta15p195_foilpm3	275803	1
rg04_theta15p195_foilpm3	275820	0
rg04_theta15p195_foilpm3	275827	0
rg04_theta15p195_foilpm3	275833	0
rg04_theta15p195_foilpm3	275862	2
rg04_theta15p195_foilpm3	275867	1
rg04_theta15p195_foilpm3	275917	2
rg04_theta15p195_foilpm3	275933	0
rg04_theta15p195_foilpm3	275963	1
rg04_theta15p195_foilpm3	276007	0
rg04_theta15p195_foilpm3	276038	0
rg04_theta15p195_foilpm3	276059	1
rg04_theta15p195_foilpm3	276108	2
rg04_theta15p195_foilpm3	276110	0
rg04_theta15p195_foilpm3	276194	0
rg04_theta15p195_foilpm3	276237	2
rg04_theta15p195_foilpm3	276266	1
rg04_theta15p195_foilpm3	276289	1
rg04_theta15p195_foilpm3	276368	2
rg04_theta15p195_foilpm3	276393	1
rg04_theta15p195_foilpm3	276430	2
rg04_theta15p195_foilpm3	276446	1
rg04_theta15p195_foilpm3	276477	0
rg04_theta15p195_foilpm3	276490	1
rg04_theta15p195_foilpm3	276635	1
rg04_theta15p195_foilpm3	276639	2
rg04_theta15p195_foilpm3	276685	1
rg04_theta15p195_foilpm3	276711	0
rg04_theta15p195_foilpm3	276743	2
rg04_theta15p195_foilpm3	276752	0
rg04_theta15p195_foilpm3	276792	2
rg04_theta15p195_foilpm3	276861	1
rg04_theta15p195_foilpm3	276931	1
rg04_theta15p195_foilpm3	276935	2
rg04_theta15p195_foilpm3	276995	0
rg04_theta15p195_foilpm3	277066	0
rg04_theta15p195_foilpm3	277069	2
rg04_theta15p195_foilpm3	277119	1
