pool	level	zfoil	ndel	rungroup	xscol	yscol	n	qa_low	fold0	fold1	fold2
validation	hole	-8.0	2	rg06_theta15p195_foilpm8	1	6	13	False	5	4	4
validation	hole	-8.0	2	rg06_theta15p195_foilpm8	2	1	10	False	3	4	3
validation	hole	-8.0	2	rg06_theta15p195_foilpm8	2	2	19	False	6	7	6
validation	hole	-8.0	2	rg06_theta15p195_foilpm8	2	4	19	False	6	7	6
validation	hole	-8.0	2	rg06_theta15p195_foilpm8	2	5	19	False	7	6	6
validation	hole	-8.0	2	rg06_theta15p195_foilpm8	2	6	20	False	6	7	7
validation	hole	-8.0	2	rg06_theta15p195_foilpm8	3	1	19	False	6	6	7
validation	hole	-8.0	2	rg06_theta15p195_foilpm8	3	2	19	False	6	7	6
validation	hole	-8.0	2	rg06_theta15p195_foilpm8	3	3	19	False	7	6	6
validation	hole	-8.0	2	rg06_theta15p195_foilpm8	3	4	20	False	6	7	7
validation	hole	-8.0	2	rg06_theta15p195_foilpm8	3	5	19	False	6	6	7
validation	hole	-8.0	2	rg06_theta15p195_foilpm8	3	6	19	False	6	6	7
validation	hole	-8.0	2	rg06_theta15p195_foilpm8	4	1	19	False	6	7	6
validation	hole	-8.0	2	rg06_theta15p195_foilpm8	4	2	19	False	7	6	6
validation	hole	-8.0	2	rg06_theta15p195_foilpm8	4	3	20	False	6	7	7
validation	hole	-8.0	2	rg06_theta15p195_foilpm8	4	4	19	False	6	7	6
validation	hole	-8.0	2	rg06_theta15p195_foilpm8	4	5	19	False	7	6	6
validation	hole	-8.0	2	rg06_theta15p195_foilpm8	4	6	20	False	6	7	7
validation	hole	-8.0	2	rg06_theta15p195_foilpm8	5	1	19	False	6	6	7
validation	hole	-8.0	2	rg06_theta15p195_foilpm8	5	2	19	False	7	6	6
validation	hole	-8.0	2	rg06_theta15p195_foilpm8	5	3	19	False	6	6	7
validation	hole	-8.0	2	rg06_theta15p195_foilpm8	5	4	20	False	7	6	7
validation	hole	-8.0	2	rg06_theta15p195_foilpm8	5	6	20	False	7	7	6
validation	hole	-8.0	2	rg06_theta15p195_foilpm8	6	1	11	False	4	3	4
validation	hole	-8.0	2	rg06_theta15p195_foilpm8	6	2	20	False	7	7	6
validation	hole	-8.0	2	rg06_theta15p195_foilpm8	6	3	19	False	6	6	7
validation	hole	-8.0	2	rg06_theta15p195_foilpm8	6	4	19	False	7	6	6
validation	hole	-8.0	2	rg06_theta15p195_foilpm8	6	5	19	False	6	7	6
validation	hole	-8.0	2	rg06_theta15p195_foilpm8	6	6	19	False	7	6	6
validation	hole	-8.0	2	rg06_theta15p195_foilpm8	7	2	19	False	6	7	6
validation	hole	-8.0	2	rg06_theta15p195_foilpm8	7	3	19	False	6	6	7
validation	hole	-8.0	2	rg06_theta15p195_foilpm8	7	4	19	False	6	7	6
validation	hole	-8.0	2	rg06_theta15p195_foilpm8	7	5	19	False	6	6	7
validation	hole	-8.0	2	rg06_theta15p195_foilpm8	7	6	20	False	7	7	6
validation	hole	-8.0	2	rg06_theta15p195_foilpm8	8	2	20	False	7	7	6
validation	hole	-8.0	2	rg06_theta15p195_foilpm8	8	3	19	False	6	7	6
validation	hole	-8.0	2	rg06_theta15p195_foilpm8	8	4	19	False	6	7	6
validation	hole	-8.0	2	rg06_theta15p195_foilpm8	8	5	19	False	7	6	6
validation	setting	-8.0	2	rg07_theta12p495_foilpm8			934	False	309	314	311
validation	hole	-8.0	2	rg07_theta12p495_foilpm8	0	2	19	False	6	7	6
validation	hole	-8.0	2	rg07_theta12p495_foilpm8	0	3	20	False	7	6	7
validation	hole	-8.0	2	rg07_theta12p495_foilpm8	0	4	20	False	6	7	7
validation	hole	-8.0	2	rg07_theta12p495_foilpm8	0	5	20	False	7	7	6
validation	hole	-8.0	2	rg07_theta12p495_foilpm8	1	1	19	False	6	7	6
validation	hole	-8.0	2	rg07_theta12p495_foilpm8	1	2	19	False	6	7	6
validation	hole	-8.0	2	rg07_theta12p495_foilpm8	1	3	19	False	6	6	7
validation	hole	-8.0	2	rg07_theta12p495_foilpm8	1	4	20	False	7	7	6
validation	hole	-8.0	2	rg07_theta12p495_foilpm8	1	5	19	False	7	6	6
validation	hole	-8.0	2	rg07_theta12p495_foilpm8	1	6	20	False	6	7	7
validation	hole	-8.0	2	rg07_theta12p495_foilpm8	2	1	20	False	6	7	7
validation	hole	-8.0	2	rg07_theta12p495_foilpm8	2	2	20	False	7	7	6
validation	hole	-8.0	2	rg07_theta12p495_foilpm8	2	4	20	False	6	7	7
validation	hole	-8.0	2	rg07_theta12p495_foilpm8	2	5	20	False	7	6	7
validation	hole	-8.0	2	rg07_theta12p495_foilpm8	2	6	20	False	6	7	7
validation	hole	-8.0	2	rg07_theta12p495_foilpm8	3	1	20	False	6	7	7
validation	hole	-8.0	2	rg07_theta12p495_foilpm8	3	2	19	False	6	7	6
validation	hole	-8.0	2	rg07_theta12p495_foilpm8	3	3	19	False	6	6	7
validation	hole	-8.0	2	rg07_theta12p495_foilpm8	3	4	19	False	6	7	6
validation	hole	-8.0	2	rg07_theta12p495_foilpm8	3	5	19	False	7	6	6
validation	hole	-8.0	2	rg07_theta12p495_foilpm8	3	6	19	False	7	6	6
validation	hole	-8.0	2	rg07_theta12p495_foilpm8	4	1	19	False	7	6	6
validation	hole	-8.0	2	rg07_theta12p495_foilpm8	4	2	20	False	7	6	7
validation	hole	-8.0	2	rg07_theta12p495_foilpm8	4	3	20	False	6	7	7
validation	hole	-8.0	2	rg07_theta12p495_foilpm8	4	4	19	False	6	7	6
validation	hole	-8.0	2	rg07_theta12p495_foilpm8	4	5	19	False	6	6	7
validation	hole	-8.0	2	rg07_theta12p495_foilpm8	4	6	19	False	6	7	6
validation	hole	-8.0	2	rg07_theta12p495_foilpm8	5	1	19	False	6	6	7
validation	hole	-8.0	2	rg07_theta12p495_foilpm8	5	2	19	False	6	6	7
validation	hole	-8.0	2	rg07_theta12p495_foilpm8	5	3	19	False	6	6	7
validation	hole	-8.0	2	rg07_theta12p495_foilpm8	5	4	20	False	7	7	6
validation	hole	-8.0	2	rg07_theta12p495_foilpm8	5	6	20	False	7	6	7
validation	hole	-8.0	2	rg07_theta12p495_foilpm8	6	1	19	False	6	7	6
validation	hole	-8.0	2	rg07_theta12p495_foilpm8	6	2	19	False	7	6	6
validation	hole	-8.0	2	rg07_theta12p495_foilpm8	6	3	19	False	7	6	6
validation	hole	-8.0	2	rg07_theta12p495_foilpm8	6	4	19	False	7	6	6
validation	hole	-8.0	2	rg07_theta12p495_foilpm8	6	5	19	False	7	6	6
validation	hole	-8.0	2	rg07_theta12p495_foilpm8	6	6	19	False	7	6	6
validation	hole	-8.0	2	rg07_theta12p495_foilpm8	7	1	20	False	6	7	7
validation	hole	-8.0	2	rg07_theta12p495_foilpm8	7	2	20	False	7	7	6
validation	hole	-8.0	2	rg07_theta12p495_foilpm8	7	3	20	False	7	6	7
validation	hole	-8.0	2	rg07_theta12p495_foilpm8	7	4	19	False	6	7	6
validation	hole	-8.0	2	rg07_theta12p495_foilpm8	7	5	20	False	6	7	7
validation	hole	-8.0	2	rg07_theta12p495_foilpm8	7	6	20	False	7	6	7
validation	hole	-8.0	2	rg07_theta12p495_foilpm8	8	2	19	False	6	7	6
validation	hole	-8.0	2	rg07_theta12p495_foilpm8	8	3	20	False	6	7	7
validation	hole	-8.0	2	rg07_theta12p495_foilpm8	8	4	20	False	6	7	7
validation	hole	-8.0	2	rg07_theta12p495_foilpm8	8	5	19	False	7	6	6
validation	foil_delta	-8.0	3				2741	False	914	913	914
validation	setting	-8.0	3	rg03_theta12p490_foilpm8			957	False	316	321	320
validation	hole	-8.0	3	rg03_theta12p490_foilpm8	0	2	21	False	7	7	7
validation	hole	-8.0	3	rg03_theta12p490_foilpm8	0	3	20	False	6	7	7
validation	hole	-8.0	3	rg03_theta12p490_foilpm8	0	4	20	False	6	7	7
validation	hole	-8.0	3	rg03_theta12p490_foilpm8	0	5	21	False	7	7	7
validation	hole	-8.0	3	rg03_theta12p490_foilpm8	1	2	20	False	7	6	7
validation	hole	-8.0	3	rg03_theta12p490_foilpm8	1	3	20	False	7	6	7
validation	hole	-8.0	3	rg03_theta12p490_foilpm8	1	4	20	False	7	6	7
validation	hole	-8.0	3	rg03_theta12p490_foilpm8	1	5	21	False	7	7	7
validation	hole	-8.0	3	rg03_theta12p490_foilpm8	1	6	20	False	6	7	7
validation	hole	-8.0	3	rg03_theta12p490_foilpm8	2	1	20	False	7	7	6
validation	hole	-8.0	3	rg03_theta12p490_foilpm8	2	2	20	False	7	6	7
validation	hole	-8.0	3	rg03_theta12p490_foilpm8	2	4	21	False	7	7	7
validation	hole	-8.0	3	rg03_theta12p490_foilpm8	2	5	20	False	7	7	6
validation	hole	-8.0	3	rg03_theta12p490_foilpm8	2	6	20	False	6	7	7
validation	hole	-8.0	3	rg03_theta12p490_foilpm8	3	1	20	False	7	7	6
validation	hole	-8.0	3	rg03_theta12p490_foilpm8	3	2	20	False	7	7	6
validation	hole	-8.0	3	rg03_theta12p490_foilpm8	3	3	21	False	7	7	7
validation	hole	-8.0	3	rg03_theta12p490_foilpm8	3	4	20	False	6	7	7
validation	hole	-8.0	3	rg03_theta12p490_foilpm8	3	5	20	False	7	7	6
validation	hole	-8.0	3	rg03_theta12p490_foilpm8	3	6	20	False	7	6	7
validation	hole	-8.0	3	rg03_theta12p490_foilpm8	4	1	20	False	6	7	7
validation	hole	-8.0	3	rg03_theta12p490_foilpm8	4	2	21	False	7	7	7
validation	hole	-8.0	3	rg03_theta12p490_foilpm8	4	3	20	False	6	7	7
validation	hole	-8.0	3	rg03_theta12p490_foilpm8	4	4	20	False	7	7	6
validation	hole	-8.0	3	rg03_theta12p490_foilpm8	4	5	20	False	7	7	6
validation	hole	-8.0	3	rg03_theta12p490_foilpm8	4	6	21	False	7	7	7
validation	hole	-8.0	3	rg03_theta12p490_foilpm8	5	1	21	False	7	7	7
validation	hole	-8.0	3	rg03_theta12p490_foilpm8	5	2	20	False	6	7	7
validation	hole	-8.0	3	rg03_theta12p490_foilpm8	5	3	20	False	6	7	7
validation	hole	-8.0	3	rg03_theta12p490_foilpm8	5	4	21	False	7	7	7
validation	hole	-8.0	3	rg03_theta12p490_foilpm8	5	6	21	False	7	7	7
validation	hole	-8.0	3	rg03_theta12p490_foilpm8	6	1	20	False	6	7	7
validation	hole	-8.0	3	rg03_theta12p490_foilpm8	6	2	20	False	7	7	6
validation	hole	-8.0	3	rg03_theta12p490_foilpm8	6	3	21	False	7	7	7
validation	hole	-8.0	3	rg03_theta12p490_foilpm8	6	4	21	False	7	7	7
validation	hole	-8.0	3	rg03_theta12p490_foilpm8	6	5	21	False	7	7	7
validation	hole	-8.0	3	rg03_theta12p490_foilpm8	6	6	21	False	7	7	7
validation	hole	-8.0	3	rg03_theta12p490_foilpm8	7	1	21	False	7	7	7
validation	hole	-8.0	3	rg03_theta12p490_foilpm8	7	2	20	False	6	7	7
validation	hole	-8.0	3	rg03_theta12p490_foilpm8	7	3	21	False	7	7	7
validation	hole	-8.0	3	rg03_theta12p490_foilpm8	7	4	20	False	7	7	6
validation	hole	-8.0	3	rg03_theta12p490_foilpm8	7	5	20	False	7	6	7
validation	hole	-8.0	3	rg03_theta12p490_foilpm8	7	6	20	False	6	7	7
validation	hole	-8.0	3	rg03_theta12p490_foilpm8	8	2	20	False	6	7	7
validation	hole	-8.0	3	rg03_theta12p490_foilpm8	8	3	20	False	7	6	7
validation	hole	-8.0	3	rg03_theta12p490_foilpm8	8	4	21	False	7	7	7
validation	hole	-8.0	3	rg03_theta12p490_foilpm8	8	5	20	False	7	6	7
validation	setting	-8.0	3	rg06_theta15p195_foilpm8			856	False	287	284	285
validation	hole	-8.0	3	rg06_theta15p195_foilpm8	0	2	12	False	4	4	4
validation	hole	-8.0	3	rg06_theta15p195_foilpm8	0	3	21	False	7	7	7
validation	hole	-8.0	3	rg06_theta15p195_foilpm8	0	4	21	False	7	7	7
validation	hole	-8.0	3	rg06_theta15p195_foilpm8	0	5	20	False	7	6	7
validation	hole	-8.0	3	rg06_theta15p195_foilpm8	1	2	20	False	7	6	7
validation	hole	-8.0	3	rg06_theta15p195_foilpm8	1	3	20	False	6	7	7
validation	hole	-8.0	3	rg06_theta15p195_foilpm8	1	4	20	False	7	7	6
validation	hole	-8.0	3	rg06_theta15p195_foilpm8	1	5	21	False	7	7	7
validation	hole	-8.0	3	rg06_theta15p195_foilpm8	1	6	21	False	7	7	7
validation	hole	-8.0	3	rg06_theta15p195_foilpm8	2	2	20	False	7	6	7
validation	hole	-8.0	3	rg06_theta15p195_foilpm8	2	4	21	False	7	7	7
validation	hole	-8.0	3	rg06_theta15p195_foilpm8	2	5	21	False	7	7	7
validation	hole	-8.0	3	rg06_theta15p195_foilpm8	2	6	21	False	7	7	7
validation	hole	-8.0	3	rg06_theta15p195_foilpm8	3	1	14	False	5	4	5
validation	hole	-8.0	3	rg06_theta15p195_foilpm8	3	2	21	False	7	7	7
validation	hole	-8.0	3	rg06_theta15p195_foilpm8	3	3	20	False	7	7	6
validation	hole	-8.0	3	rg06_theta15p195_foilpm8	3	4	20	False	7	7	6
validation	hole	-8.0	3	rg06_theta15p195_foilpm8	3	5	20	False	7	7	6
validation	hole	-8.0	3	rg06_theta15p195_foilpm8	3	6	20	False	6	7	7
validation	hole	-8.0	3	rg06_theta15p195_foilpm8	4	1	12	False	4	4	4
validation	hole	-8.0	3	rg06_theta15p195_foilpm8	4	2	20	False	6	7	7
validation	hole	-8.0	3	rg06_theta15p195_foilpm8	4	3	21	False	7	7	7
validation	hole	-8.0	3	rg06_theta15p195_foilpm8	4	4	20	False	6	7	7
validation	hole	-8.0	3	rg06_theta15p195_foilpm8	4	5	21	False	7	7	7
validation	hole	-8.0	3	rg06_theta15p195_foilpm8	4	6	21	False	7	7	7
validation	hole	-8.0	3	rg06_theta15p195_foilpm8	5	1	20	False	7	7	6
validation	hole	-8.0	3	rg06_theta15p195_foilpm8	5	2	20	False	7	7	6
validation	hole	-8.0	3	rg06_theta15p195_foilpm8	5	3	21	False	7	7	7
validation	hole	-8.0	3	rg06_theta15p195_foilpm8	5	4	21	False	7	7	7
validation	hole	-8.0	3	rg06_theta15p195_foilpm8	5	6	20	False	7	6	7
validation	hole	-8.0	3	rg06_theta15p195_foilpm8	6	2	17	False	6	5	6
validation	hole	-8.0	3	rg06_theta15p195_foilpm8	6	3	21	False	7	7	7
validation	hole	-8.0	3	rg06_theta15p195_foilpm8	6	4	21	False	7	7	7
validation	hole	-8.0	3	rg06_theta15p195_foilpm8	6	5	21	False	7	7	7
validation	hole	-8.0	3	rg06_theta15p195_foilpm8	6	6	20	False	7	6	7
validation	hole	-8.0	3	rg06_theta15p195_foilpm8	7	2	16	False	6	5	5
validation	hole	-8.0	3	rg06_theta15p195_foilpm8	7	3	21	False	7	7	7
validation	hole	-8.0	3	rg06_theta15p195_foilpm8	7	4	21	False	7	7	7
validation	hole	-8.0	3	rg06_theta15p195_foilpm8	7	5	20	False	6	7	7
validation	hole	-8.0	3	rg06_theta15p195_foilpm8	7	6	21	False	7	7	7
validation	hole	-8.0	3	rg06_theta15p195_foilpm8	8	2	10	False	3	4	3
validation	hole	-8.0	3	rg06_theta15p195_foilpm8	8	3	16	False	6	5	5
validation	hole	-8.0	3	rg06_theta15p195_foilpm8	8	4	20	False	7	6	7
validation	hole	-8.0	3	rg06_theta15p195_foilpm8	8	5	20	False	6	7	7
validation	setting	-8.0	3	rg07_theta12p495_foilpm8			928	False	311	308	309
validation	hole	-8.0	3	rg07_theta12p495_foilpm8	0	2	20	False	6	7	7
validation	hole	-8.0	3	rg07_theta12p495_foilpm8	0	3	21	False	7	7	7
validation	hole	-8.0	3	rg07_theta12p495_foilpm8	0	4	21	False	7	7	7
validation	hole	-8.0	3	rg07_theta12p495_foilpm8	0	5	20	False	6	7	7
validation	hole	-8.0	3	rg07_theta12p495_foilpm8	1	2	21	False	7	7	7
validation	hole	-8.0	3	rg07_theta12p495_foilpm8	1	3	20	False	7	6	7
validation	hole	-8.0	3	rg07_theta12p495_foilpm8	1	4	21	False	7	7	7
validation	hole	-8.0	3	rg07_theta12p495_foilpm8	1	5	20	False	6	7	7
validation	hole	-8.0	3	rg07_theta12p495_foilpm8	1	6	20	False	7	6	7
validation	hole	-8.0	3	rg07_theta12p495_foilpm8	2	2	20	False	7	7	6
validation	hole	-8.0	3	rg07_theta12p495_foilpm8	2	4	20	False	6	7	7
validation	hole	-8.0	3	rg07_theta12p495_foilpm8	2	5	21	False	7	7	7
validation	hole	-8.0	3	rg07_theta12p495_foilpm8	2	6	21	False	7	7	7
validation	hole	-8.0	3	rg07_theta12p495_foilpm8	3	1	20	False	7	6	7
validation	hole	-8.0	3	rg07_theta12p495_foilpm8	3	2	21	False	7	7	7
validation	hole	-8.0	3	rg07_theta12p495_foilpm8	3	3	21	False	7	7	7
validation	hole	-8.0	3	rg07_theta12p495_foilpm8	3	4	21	False	7	7	7
validation	hole	-8.0	3	rg07_theta12p495_foilpm8	3	5	20	False	6	7	7
validation	hole	-8.0	3	rg07_theta12p495_foilpm8	3	6	21	False	7	7	7
validation	hole	-8.0	3	rg07_theta12p495_foilpm8	4	1	21	False	7	7	7
validation	hole	-8.0	3	rg07_theta12p495_foilpm8	4	2	20	False	7	7	6
validation	hole	-8.0	3	rg07_theta12p495_foilpm8	4	3	20	False	7	6	7
validation	hole	-8.0	3	rg07_theta12p495_foilpm8	4	4	20	False	7	6	7
validation	hole	-8.0	3	rg07_theta12p495_foilpm8	4	5	21	False	7	7	7
validation	hole	-8.0	3	rg07_theta12p495_foilpm8	4	6	20	False	6	7	7
validation	hole	-8.0	3	rg07_theta12p495_foilpm8	5	1	21	False	7	7	7
validation	hole	-8.0	3	rg07_theta12p495_foilpm8	5	2	20	False	7	7	6
validation	hole	-8.0	3	rg07_theta12p495_foilpm8	5	3	21	False	7	7	7
validation	hole	-8.0	3	rg07_theta12p495_foilpm8	5	4	20	False	7	7	6
validation	hole	-8.0	3	rg07_theta12p495_foilpm8	5	6	20	False	7	7	6
validation	hole	-8.0	3	rg07_theta12p495_foilpm8	6	1	20	False	7	6	7
validation	hole	-8.0	3	rg07_theta12p495_foilpm8	6	2	20	False	7	6	7
validation	hole	-8.0	3	rg07_theta12p495_foilpm8	6	3	21	False	7	7	7
validation	hole	-8.0	3	rg07_theta12p495_foilpm8	6	4	20	False	7	6	7
validation	hole	-8.0	3	rg07_theta12p495_foilpm8	6	5	20	False	7	7	6
validation	hole	-8.0	3	rg07_theta12p495_foilpm8	6	6	21	False	7	7	7
validation	hole	-8.0	3	rg07_theta12p495_foilpm8	7	1	11	False	3	4	4
validation	hole	-8.0	3	rg07_theta12p495_foilpm8	7	2	20	False	7	6	7
validation	hole	-8.0	3	rg07_theta12p495_foilpm8	7	3	20	False	7	7	6
validation	hole	-8.0	3	rg07_theta12p495_foilpm8	7	4	20	False	6	7	7
validation	hole	-8.0	3	rg07_theta12p495_foilpm8	7	5	20	False	7	7	6
validation	hole	-8.0	3	rg07_theta12p495_foilpm8	7	6	20	False	7	6	7
validation	hole	-8.0	3	rg07_theta12p495_foilpm8	8	2	19	False	7	6	6
validation	hole	-8.0	3	rg07_theta12p495_foilpm8	8	3	20	False	7	7	6
validation	hole	-8.0	3	rg07_theta12p495_foilpm8	8	4	21	False	7	7	7
validation	hole	-8.0	3	rg07_theta12p495_foilpm8	8	5	21	False	7	7	7
validation	foil_delta	-8.0	4				2741	False	912	916	913
validation	setting	-8.0	4	rg03_theta12p490_foilpm8			1096	False	366	366	364
validation	hole	-8.0	4	rg03_theta12p490_foilpm8	0	2	24	False	8	8	8
validation	hole	-8.0	4	rg03_theta12p490_foilpm8	0	3	24	False	8	8	8
validation	hole	-8.0	4	rg03_theta12p490_foilpm8	0	4	24	False	8	8	8
validation	hole	-8.0	4	rg03_theta12p490_foilpm8	0	5	24	False	8	8	8
validation	hole	-8.0	4	rg03_theta12p490_foilpm8	1	2	24	False	8	8	8
validation	hole	-8.0	4	rg03_theta12p490_foilpm8	1	3	24	False	8	8	8
validation	hole	-8.0	4	rg03_theta12p490_foilpm8	1	4	24	False	8	8	8
validation	hole	-8.0	4	rg03_theta12p490_foilpm8	1	5	24	False	8	8	8
validation	hole	-8.0	4	rg03_theta12p490_foilpm8	1	6	25	False	9	8	8
validation	hole	-8.0	4	rg03_theta12p490_foilpm8	2	1	18	False	6	6	6
validation	hole	-8.0	4	rg03_theta12p490_foilpm8	2	2	24	False	8	8	8
validation	hole	-8.0	4	rg03_theta12p490_foilpm8	2	4	24	False	8	8	8
validation	hole	-8.0	4	rg03_theta12p490_foilpm8	2	5	24	False	8	8	8
validation	hole	-8.0	4	rg03_theta12p490_foilpm8	2	6	24	False	8	8	8
validation	hole	-8.0	4	rg03_theta12p490_foilpm8	3	1	24	False	8	8	8
validation	hole	-8.0	4	rg03_theta12p490_foilpm8	3	2	24	False	8	8	8
validation	hole	-8.0	4	rg03_theta12p490_foilpm8	3	3	24	False	8	8	8
validation	hole	-8.0	4	rg03_theta12p490_foilpm8	3	4	24	False	8	8	8
validation	hole	-8.0	4	rg03_theta12p490_foilpm8	3	5	24	False	8	8	8
validation	hole	-8.0	4	rg03_theta12p490_foilpm8	3	6	24	False	8	8	8
validation	hole	-8.0	4	rg03_theta12p490_foilpm8	4	1	24	False	8	8	8
validation	hole	-8.0	4	rg03_theta12p490_foilpm8	4	2	24	False	8	8	8
validation	hole	-8.0	4	rg03_theta12p490_foilpm8	4	3	24	False	8	8	8
validation	hole	-8.0	4	rg03_theta12p490_foilpm8	4	4	24	False	8	8	8
validation	hole	-8.0	4	rg03_theta12p490_foilpm8	4	5	24	False	8	8	8
validation	hole	-8.0	4	rg03_theta12p490_foilpm8	4	6	24	False	8	8	8
validation	hole	-8.0	4	rg03_theta12p490_foilpm8	5	1	24	False	8	8	8
validation	hole	-8.0	4	rg03_theta12p490_foilpm8	5	2	24	False	8	8	8
validation	hole	-8.0	4	rg03_theta12p490_foilpm8	5	3	24	False	8	8	8
validation	hole	-8.0	4	rg03_theta12p490_foilpm8	5	4	24	False	8	8	8
validation	hole	-8.0	4	rg03_theta12p490_foilpm8	5	6	24	False	8	8	8
validation	hole	-8.0	4	rg03_theta12p490_foilpm8	6	1	22	False	7	8	7
validation	hole	-8.0	4	rg03_theta12p490_foilpm8	6	2	24	False	8	8	8
validation	hole	-8.0	4	rg03_theta12p490_foilpm8	6	3	24	False	8	8	8
validation	hole	-8.0	4	rg03_theta12p490_foilpm8	6	4	24	False	8	8	8
validation	hole	-8.0	4	rg03_theta12p490_foilpm8	6	5	25	False	8	9	8
validation	hole	-8.0	4	rg03_theta12p490_foilpm8	6	6	24	False	8	8	8
validation	hole	-8.0	4	rg03_theta12p490_foilpm8	7	1	9	True	3	3	3
validation	hole	-8.0	4	rg03_theta12p490_foilpm8	7	2	24	False	8	8	8
validation	hole	-8.0	4	rg03_theta12p490_foilpm8	7	3	24	False	8	8	8
validation	hole	-8.0	4	rg03_theta12p490_foilpm8	7	4	24	False	8	8	8
validation	hole	-8.0	4	rg03_theta12p490_foilpm8	7	5	24	False	8	8	8
validation	hole	-8.0	4	rg03_theta12p490_foilpm8	7	6	24	False	8	8	8
validation	hole	-8.0	4	rg03_theta12p490_foilpm8	8	2	13	False	5	4	4
validation	hole	-8.0	4	rg03_theta12p490_foilpm8	8	3	24	False	8	8	8
validation	hole	-8.0	4	rg03_theta12p490_foilpm8	8	4	24	False	8	8	8
validation	hole	-8.0	4	rg03_theta12p490_foilpm8	8	5	24	False	8	8	8
validation	setting	-8.0	4	rg06_theta15p195_foilpm8			633	False	210	209	214
validation	hole	-8.0	4	rg06_theta15p195_foilpm8	0	4	18	False	6	6	6
validation	hole	-8.0	4	rg06_theta15p195_foilpm8	0	5	22	False	7	7	8
validation	hole	-8.0	4	rg06_theta15p195_foilpm8	1	4	24	False	8	8	8
validation	hole	-8.0	4	rg06_theta15p195_foilpm8	1	5	24	False	8	8	8
validation	hole	-8.0	4	rg06_theta15p195_foilpm8	1	6	24	False	8	8	8
validation	hole	-8.0	4	rg06_theta15p195_foilpm8	2	2	7	True	2	2	3
validation	hole	-8.0	4	rg06_theta15p195_foilpm8	2	4	24	False	8	8	8
validation	hole	-8.0	4	rg06_theta15p195_foilpm8	2	5	24	False	8	8	8
validation	hole	-8.0	4	rg06_theta15p195_foilpm8	2	6	24	False	8	8	8
validation	hole	-8.0	4	rg06_theta15p195_foilpm8	3	3	13	False	4	4	5
validation	hole	-8.0	4	rg06_theta15p195_foilpm8	3	4	24	False	8	8	8
validation	hole	-8.0	4	rg06_theta15p195_foilpm8	3	5	24	False	8	8	8
validation	hole	-8.0	4	rg06_theta15p195_foilpm8	3	6	24	False	8	8	8
validation	hole	-8.0	4	rg06_theta15p195_foilpm8	4	1	8	True	2	3	3
validation	hole	-8.0	4	rg06_theta15p195_foilpm8	4	2	14	False	4	5	5
validation	hole	-8.0	4	rg06_theta15p195_foilpm8	4	3	19	False	7	6	6
validation	hole	-8.0	4	rg06_theta15p195_foilpm8	4	5	24	False	8	8	8
validation	hole	-8.0	4	rg06_theta15p195_foilpm8	4	6	24	False	8	8	8
validation	hole	-8.0	4	rg06_theta15p195_foilpm8	5	3	19	False	7	6	6
validation	hole	-8.0	4	rg06_theta15p195_foilpm8	5	4	24	False	8	8	8
validation	hole	-8.0	4	rg06_theta15p195_foilpm8	5	6	25	False	8	9	8
validation	hole	-8.0	4	rg06_theta15p195_foilpm8	6	2	9	True	3	3	3
validation	hole	-8.0	4	rg06_theta15p195_foilpm8	6	3	13	False	4	4	5
validation	hole	-8.0	4	rg06_theta15p195_foilpm8	6	4	18	False	6	6	6
validation	hole	-8.0	4	rg06_theta15p195_foilpm8	6	5	24	False	8	8	8
validation	hole	-8.0	4	rg06_theta15p195_foilpm8	6	6	24	False	8	8	8
validation	hole	-8.0	4	rg06_theta15p195_foilpm8	7	3	10	False	3	3	4
validation	hole	-8.0	4	rg06_theta15p195_foilpm8	7	4	24	False	8	8	8
validation	hole	-8.0	4	rg06_theta15p195_foilpm8	7	5	24	False	8	8	8
validation	hole	-8.0	4	rg06_theta15p195_foilpm8	7	6	24	False	8	8	8
validation	hole	-8.0	4	rg06_theta15p195_foilpm8	8	4	11	False	4	3	4
validation	hole	-8.0	4	rg06_theta15p195_foilpm8	8	5	19	False	7	6	6
validation	setting	-8.0	4	rg07_theta12p495_foilpm8			1012	False	336	341	335
validation	hole	-8.0	4	rg07_theta12p495_foilpm8	0	2	9	True	3	3	3
validation	hole	-8.0	4	rg07_theta12p495_foilpm8	0	3	24	False	8	8	8
validation	hole	-8.0	4	rg07_theta12p495_foilpm8	0	4	24	False	8	8	8
validation	hole	-8.0	4	rg07_theta12p495_foilpm8	0	5	24	False	8	8	8
validation	hole	-8.0	4	rg07_theta12p495_foilpm8	1	2	17	False	5	6	6
validation	hole	-8.0	4	rg07_theta12p495_foilpm8	1	3	25	False	9	8	8
validation	hole	-8.0	4	rg07_theta12p495_foilpm8	1	4	24	False	8	8	8
validation	hole	-8.0	4	rg07_theta12p495_foilpm8	1	5	24	False	8	8	8
validation	hole	-8.0	4	rg07_theta12p495_foilpm8	1	6	24	False	8	8	8
validation	hole	-8.0	4	rg07_theta12p495_foilpm8	2	1	12	False	4	4	4
validation	hole	-8.0	4	rg07_theta12p495_foilpm8	2	2	23	False	8	8	7
validation	hole	-8.0	4	rg07_theta12p495_foilpm8	2	4	24	False	8	8	8
validation	hole	-8.0	4	rg07_theta12p495_foilpm8	2	5	24	False	8	8	8
validation	hole	-8.0	4	rg07_theta12p495_foilpm8	2	6	25	False	8	9	8
